[CONTENT]
100_years_war_longevity | count=1
antilebanon_mountains3 | count=1
antilles_approach | count=1
antilles_sea_area | count=1
antinir_pilquinan | count=1
antioch | count=1
antioch_episcopal_see | count=1
antioch_holy_city_gnostic | count=1
antofagasta | count=1
antofalla | count=1
antongil_bay | count=1
antrim_province | count=1
antsiranana_bay | count=1
antsiroamandidy | count=1
antsohihy | count=1
antwerp | count=1
antwerp_province | count=1
anu | count=1
anuak_culture | count=1
anuanuraro_atoll | count=1
anuanuraro_coast | count=1
anuanurunga_coast | count=1
anula | count=1
anumagallu | count=1
anundsjo | count=1
anunsu | count=1
anupgarh | count=1
anuradhapura | count=1
anuradhapura_maha_viharaya | count=1
anuta_atoll | count=1
anuta_coast | count=1
anxi | count=1
anxi_dingzhou | count=1
anxiang | count=1
any_accepted_culture | count=2
any_active_disaster | count=91
any_active_resolution | count=1
any_adjacent_ports_to_area | count=6
any_american_colonial_country | count=1
any_ancestor | count=2
any_area_in_region | count=13
any_area_with_core | count=87
any_army | count=12
any_artist | count=94
any_attacker | count=13
any_besieging_unit | count=7
any_border_location | count=1
any_buildings_in_location | count=57
any_cabinet | count=4
any_cabinet_action | count=8
any_cabinet_character | count=116
any_cardinal_country | count=3
any_cardinal_in_country | count=1
any_cardinal_in_religion | count=2
any_casus_belli_target | count=1
any_character | count=206
any_character_in_dynasty | count=55
any_character_supporting_rebel | count=12
any_child | count=56
any_close_relative | count=2
any_coast_border_location | count=11
any_colonial_charter | count=8
any_colonial_claim_province_definition | count=6
any_colonial_country | count=3
any_connected_location | count=1
any_controlled_location | count=3
any_core_in_location | count=6
any_core_location | count=31
any_country | count=25
any_country_at_war_with | count=25
any_country_in_culture | count=8
any_country_in_culture_group | count=1
any_country_in_diplomatic_range | count=2
any_country_in_religion | count=20
any_country_in_religion_group | count=1
any_country_in_religious_school | count=2
any_country_of_country_type | count=2
any_country_sub_unit | count=6
any_country_together_in_war_with | count=4
any_country_with_capital_in_geography | count=14
any_country_with_special_status_of_type | count=10
any_courtier | count=10
any_culture | count=1
any_culture_group | count=3
any_culture_in_culture_group | count=3
any_current_gods | count=1
any_current_policy_in_international_organization | count=9
any_current_reforms | count=6
any_current_war | count=92
any_defender | count=20
any_descendant | count=3
any_dynasty | count=6
any_election_candidates | count=3
any_enemy | count=5
any_enemy_war_leader | count=4
any_estate | count=14
any_estate_type_preferring | count=2
any_exploration_from_country | count=15
any_export | count=11
any_foreign_building_countries_in_location | count=34
any_foreign_buildings_in_location | count=4
any_fort_in_country | count=11
any_god_in_religion | count=1
any_great_power | count=3
any_heathen_location | count=1
any_heretic_location | count=1
any_hired_mercenary | count=3
any_historical_rival | count=1
any_holy_site_in_country | count=6
any_holy_site_in_religion | count=2
any_import | count=19
any_in_global_list | count=23
any_in_list | count=9
any_institutions_embraced | count=8
any_international_organization | count=3
any_international_organization_elector | count=2
any_international_organization_member | count=97
any_international_organization_member_percent | count=1
any_international_organization_owned_location | count=10
any_international_organization_owner | count=1
any_international_organizations_member_of | count=146
any_invited_religious_figure | count=2
any_known_country | count=52
any_lent_loan | count=1
any_loan | count=4
any_location_in_area | count=169
any_location_in_continent | count=6
any_location_in_market | count=31
any_location_in_province | count=193
any_location_in_province_definition | count=75
any_location_in_region | count=126
any_location_in_sub_continent | count=9
any_location_in_the_world | count=2
any_market_center_in_country | count=2
any_market_present_in_country | count=37
any_market_with_merchants | count=37
any_mercenary_sub_unit | count=7
any_merchant_in_market | count=38
any_neighbor_area | count=6
any_neighbor_country | count=143
any_neighbor_location | count=117
any_neighbor_province_definition | count=6
any_nomad_countries_in_location | count=4
any_non_state_religion_location | count=8
any_other_country | count=3
any_other_great_power | count=8
any_other_religion_in_same_group | count=2
any_overlord_or_above | count=19
any_ownable_location_in_area | count=18
any_ownable_location_in_region | count=21
any_owned_foreign_building | count=3
any_owned_foreign_building_location | count=21
any_owned_location | count=530
any_owned_nomad_pop | count=9
any_owned_non_rural_location | count=57
any_owned_rural_location | count=22
any_parent | count=13
any_policy_in_law | count=1
any_political_border_location | count=2
any_pop | count=360
any_pop_can_be_slave | count=3
any_pops_supporting_rebel | count=3
any_port_in_country | count=21
any_possible_policy | count=3
any_present_country | count=18
any_present_culture_in_country | count=1
any_primary_or_accepted_culture | count=17
any_primary_or_accepted_or_tolerated_culture | count=7
any_privateer_from_country | count=21
any_privateer_in_area | count=10
any_production_method | count=6
any_production_method_of_building | count=1
any_province | count=105
any_province_definition_in_area | count=13
any_province_in_area | count=15
any_province_in_province_definition | count=4
any_rebel | count=73
any_region_in_continent | count=2
any_related_country | count=32
any_religion | count=1
any_religion_for_god | count=3
any_religion_in_religion_group | count=1
any_religion_international_organization | count=4
any_religious_aspect | count=1
any_rented_out_mercenary | count=4
any_required_goods | count=2
any_revolutionary | count=1
any_rival | count=46
any_royal_marriage | count=6
any_ruler | count=1
any_ruling_countries | count=74
any_spouse | count=7
any_spy_network_built_in_us | count=1
any_sub_continent_in_continent | count=1
any_sub_unit | count=19
any_subject | count=140
any_subject_or_below | count=74
any_trade | count=19
any_union_partner | count=14
any_unit | count=15
any_unit_in_location | count=3
any_voter | count=1
any_war | count=4
any_war_participant | count=20
any_work_of_art_by_creator | count=9
any_work_of_art_in_country | count=5
any_work_of_art_in_location | count=60
anyame_god | count=1
anyang | count=1
anyi | count=1
anyksciai | count=1
anys_mountains | count=1
anyuan | count=1
anyuan_dingnan | count=1
anyuan_lianzhou | count=1
anyue | count=1
anyuysk | count=1
anz | count=1
anzhou | count=1
anzhou_province | count=1
anzourou | count=1
aoe | count=1
aondironon_culture | count=3
aonikenk_culture | count=1
aonikenk_province | count=1
aonin | count=1
aono_raina_area | count=1
aono_raina_high_sea_1 | count=1
aono_raina_high_sea_10 | count=1
aono_raina_high_sea_11 | count=1
aono_raina_high_sea_12 | count=1
aono_raina_high_sea_13 | count=1
aono_raina_high_sea_14 | count=1
aono_raina_high_sea_15 | count=1
aono_raina_high_sea_16 | count=1
aono_raina_high_sea_17 | count=1
aono_raina_high_sea_18 | count=1
aono_raina_high_sea_19 | count=1
aono_raina_high_sea_2 | count=1
aono_raina_high_sea_20 | count=1
aono_raina_high_sea_21 | count=1
aono_raina_high_sea_22 | count=1
aono_raina_high_sea_23 | count=1
aono_raina_high_sea_3 | count=1
aono_raina_high_sea_4 | count=1
aono_raina_high_sea_5 | count=1
aono_raina_high_sea_6 | count=1
aono_raina_high_sea_7 | count=1
aono_raina_high_sea_8 | count=1
aono_raina_high_sea_9 | count=1
aono_raina_province | count=1
aono_raina_sea_zones_area | count=1
aono_raina_sea_zones_province | count=1
aopuni_atoll | count=1
aos | count=2
aosta | count=1
aosta_province | count=1
aoudaghost | count=1
aouint_yghomane | count=1
aoukale | count=1
aousserd | count=1
aowa | count=1
apa | count=1
apa_lagoon | count=1
apafalaya | count=1
apahtoksipisskan | count=1
apahtoksipisskan_province | count=1
apalachee | count=1
apalachee_bay | count=1
apalachee_culture | count=1
apalachee_province | count=1
apan | count=1
apapelgino | count=1
apaqtukowatek | count=1
aparri | count=1
apataki_atoll | count=1
apataki_coast | count=1
apatzingan | count=1
apc_dabir_focus_policy | count=1
apc_mazumdar_focus_policy | count=1
apc_nyayadhish_focus_policy | count=1
apc_panditrao_focus_policy | count=1
apc_peshwa_focus_policy | count=1
apc_sacheev_focus_policy | count=1
apc_senapati_focus_policy | count=1
apc_waqia_navis_focus_policy | count=1
apd | count=1
apeldoorn | count=1
apetowun | count=1
api_api | count=1
apiacas | count=1
apiai | count=1
apiaka | count=1
apiaka_culture | count=1
apiaka_jungle | count=1
apica | count=1
apinji | count=1
apispaha | count=1
apma_culture | count=1
apma_language | count=1
apolda | count=1
apollonia | count=1
apolobamba_jungle | count=1
apopka_lake | count=1
apoquitaua | count=1
apostolic_tax_privilege | count=1
apostolicae_servitutis | count=2
apotaka_hacha | count=1
apothecary | count=1
apothecary_advance | count=1
appamatuck | count=1
appanage | count=1
appanage_diplomatic_betrayal_modifier | count=1
appanage_grant_admin_autonomy | count=1
appanage_greater_autonomy | count=1
appanage_league_of_weal_victory | count=1
appanage_prevented_from_call_to_war | count=7
appanage_request_levies | count=1
appanage_seize_court_resources | count=1
appease_english_population | count=1
appease_nobles_estate_from_shogun_court | count=2
appease_nobles_estate_from_shogun_court_cost_modifier | count=3
appease_the_gods | count=1
appeased_estates | count=1
appingedam | count=1
appleby | count=1
application_of_chinese_legal_practices_modifier | count=1
apply_all_union_policy_effects | count=2
apply_modifier | count=10
apply_modifier_on_all_members | count=1
apply_modifier_on_all_members_excluding_leader | count=2
apply_modifier_on_all_members_excluding_leader_text | count=1
apply_modifier_on_all_members_text | count=1
apply_parliament_bribe | count=2
apply_policy_voting_cooldown_effect | count=2
apply_pu_estate_satisfaction_hit | count=4
apply_pu_opponents_estate_satisfaction_hit | count=1
apply_pu_opponents_estate_satisfaction_hit_text | count=1
apply_pu_supporters_estate_satisfaction_hit | count=1
apply_pu_supporters_estate_satisfaction_hit_text | count=1
apply_same_inheritance_policy_effect | count=4
apply_same_laws_policy_effect | count=3
apply_societal_value_push_modifiers | count=3
apply_union_levels | count=3
appoint_as_heir | count=1
appoint_as_heir_modifier | count=1
appoint_as_heir_price | count=1
appoint_as_heir_price_cost_modifier | count=2
appoint_ecclesiastical_offices | count=1
appointed_chain_of_command | count=1
appointed_posts_policy | count=1
appomattox | count=1
apprenticeships_education | count=1
approuage_mouth | count=1
apr | count=1
apsaalooke_hiraaca_group | count=1
apsaalooke_hiraaca_language | count=1
apt | count=1
aptekarsky | count=1
apucarana | count=1
apui | count=1
apuka | count=1
apulia_area | count=1
apure | count=1
apure_area | count=1
apure_province | count=1
apurlec | count=1
apyawa | count=1
apyawa_culture | count=1
apytere | count=1
aq_am | count=1
aqaba | count=1
aqanqmi | count=1
aqca | count=1
aqda | count=1
aqiq_banu_uqayi | count=1
aqkol_lake | count=1
aqmecit | count=1
aqmecit_prybuzhzhya | count=1
aqn | count=2
aqu | count=1
aquiatulavik_bay | count=1
aquidauana | count=1
aquila | count=1
aquileia | count=1
aquisextain_province | count=1
aqush | count=1
aqyam_nup | count=1
ar_rabadha | count=1
ar_rabb | count=1
ar_rakbah1 | count=1
ar_rakbah2 | count=1
ar_rass | count=1
ar_rawdah | count=1
ar_rayn | count=1
ar_rayn_province | count=1
ar_rayyan | count=1
ar_ruays_cape | count=1
ar_ruha_province | count=1
ar_rukai | count=1
ar_ruwailiyyah | count=1
ara | count=3
ara_a_maritime_realm | count=1
ara_a_mediterranean_trade_power | count=1
ara_almogavars | count=1
ara_catalan_crossbowmen | count=1
ara_chartered_merchant_companies | count=1
ara_constellation_cities | count=1
ara_consulate_sea | count=1
ara_desperta_ferro | count=1
ara_fleet_ordinances | count=1
ara_gunpowder_souls | count=1
ara_late_almogavars | count=1
ara_mossos_esquadra | count=1
ara_peter_iv_arago | count=1
ara_peter_iv_arago_crown | count=1
ara_peter_iv_arago_war | count=1
ara_peter_iv_arago_young | count=1
ara_protection_of_the_little_folk | count=1
ara_remenca | count=1
ara_royal_ordinances_policy | count=1
ara_scenario | count=1
ara_sindicat_ara_remenca | count=1
ara_stronger_united | count=1
ara_valencian_golden_age | count=1
ara_vincent_ferrer | count=2
araban | count=1
arabi | count=1
arabia_cradle_of_islam | count=1
arabia_felix | count=1
arabia_red_sea_trade | count=1
arabia_region | count=1
arabian_area | count=1
arabian_desert_warfare | count=1
arabian_gfx | count=1
arabian_group | count=1
arabian_horsemanship | count=1
arabian_sea | count=1
arabian_sea_province | count=1
arabian_sea1 | count=1
arabian_sea2 | count=1
arabian_sea3 | count=1
arabian_sea4 | count=1
arabian_sea5 | count=1
arabian_sea6 | count=1
arabian_sea7 | count=1
arabian_sea8 | count=1
arabian_sea9 | count=1
arabic_group | count=1
arabic_language | count=1
arabs_gulf | count=1
arac | count=1
aracena | count=1
arachan | count=1
aracuai | count=1
arad | count=1
araes | count=1
arafura_sea | count=1
aragon_area | count=1
aragonese | count=4
aragonese_dialect | count=1
aragua | count=1
araguaia | count=1
araguaia_province | count=1
araguapiche_point | count=1
araguari | count=1
araguari_mouth | count=1
araicuahita | count=1
arak | count=1
arakaiu | count=1
arakan_mountains1 | count=1
arakan_mountains2 | count=1
arakhan_area | count=1
arakhan_coast | count=1
arakhan_coast_sea_province | count=1
aral_karakum_desert | count=1
aral_sea | count=1
aramaic_language | count=1
aranama | count=1
aranauka_coast | count=1
aranauka_sea_zones_province | count=1
aranda_de_duero | count=1
arandai | count=1
arandai_culture | count=1
arandai_jungle | count=1
arandai_language | count=1
arangastakh | count=1
aranmula_parthasarathy_temple | count=1
aranuka_atoll | count=1
araouane | count=1
arapa_lake | count=1
arapaho | count=1
arapgir | count=1
arapuey | count=1
araquara | count=1
arar | count=1
ararayu_aba | count=1
arari | count=1
arariboia_jungle | count=1
araripocone | count=1
araritaguaba | count=1
arasavalli_sun_temple | count=1
arasibo | count=1
araska | count=1
arat_sabulungan_religion | count=1
aratika_atoll | count=1
aratu | count=1
arauca | count=1
arauco_bay | count=1
araut | count=1
aravali_range | count=1
arawak_culture | count=1
arawakan_language_family | count=1
araya | count=1
araya_point | count=1
arb | count=2
arbaji | count=1
arboga | count=1
arborea_province | count=1
arbroath | count=1
arcadia_province | count=1
archar | count=1
archbishop_elector | count=1
archbishop_elector_agenda_impact | count=2
archbishop_elector_can_participate_in_parliament | count=6
archer_infantry_construction | count=1
archer_infantry_maintenance | count=1
archer_weapons | count=1
arches | count=1
archit | count=1
architect | count=1
architectural_visionary | count=1
archive_of_the_indies | count=1
arcos_de_la_frontera | count=1
arcot | count=1
arctic | count=2
arctic_archipelago | count=1
arctic_coastal | count=1
arctic_farmland_woods_biome | count=1
arctic_fishing_village_maintenance | count=1
arctic_flatland_forest_jungle_biome | count=1
arctic_flatland_grasslands_woods_biome | count=1
arctic_flatlands_desert_biome | count=1
arctic_flatlands_sparse_biome | count=1
arctic_hills_desert_biome | count=1
arctic_hills_farmland_woods_biome | count=1
arctic_hills_forest_jungle_biome | count=1
arctic_hills_grasslands_woods_biome | count=1
arctic_hills_sparse_biome | count=1
arctic_mountain_wasteland_desert_biome | count=1
arctic_mountains_desert_biome | count=1
arctic_mountains_farmland_biome | count=1
arctic_mountains_forest_jungle_biome | count=1
arctic_mountains_grasslands_woods_biome | count=1
arctic_mountains_sparse_biome | count=1
arctic_mountains_wasteland_forest_jungle_biome | count=1
arctic_mountains_wasteland_grasslands_woods_biome | count=1
arctic_mountains_wasteland_sparse_biome | count=1
arctic_narrows | count=1
arctic_plateau_desert_biome | count=1
arctic_plateau_farmland_biome | count=1
arctic_plateau_forest_jungle_biome | count=1
arctic_plateau_grasslands_woods_biome | count=1
arctic_plateau_sparse_biome | count=1
arctic_wetlands_farmland_biome | count=1
arctic_wetlands_forest_jungle_biome | count=1
arctic_wetlands_grasslands_woods_biome | count=1
arctic_wetlands_sparse_biome | count=1
ard | count=1
ardabil | count=1
ardabil_province | count=1
ardagh | count=1
ardahan | count=1
ardakan | count=1
ardatov | count=1
ardestan | count=1
ardestan_province | count=1
ardra | count=1
ardtornish | count=1
arduous_terrain | count=1
ardyaloon | count=1
are_targets_exclusive | count=1
area | count=595
area_average_integration | count=1
area_exploration | count=1
area_exploration_progress | count=1
area_hue_strength_on_province | count=1
area_primary_culture_percentage | count=1
area_saturation_strength_on_province | count=1
area_value_strength_on_province | count=1
areas | count=83
arechuna | count=1
arecibo_coast_sea_province | count=1
arecibo_port | count=1
areia | count=1
areia_reef | count=1
arendaronon_culture | count=13
arequipa | count=1
arerius | count=1
ares_del_maestre | count=1
aresh | count=1
arevalo | count=1
arezzo | count=1
arezzo_province | count=1
arg | count=1
arga_tas_upplands | count=1
argada | count=1
argamakli_sarai | count=1
argas | count=1
argaxtaax | count=1
argenta | count=1
argentan | count=1
argentinian_coa_gfx | count=1
arges | count=1
arghestan | count=1
argi | count=1
argobba_province | count=1
argolic_gulf | count=1
argolis_province | count=1
argos | count=1
arguin | count=1
arguin_province | count=1
argun | count=1
argun_area | count=1
arguvan | count=1
argyll_province | count=1
argyrokastro | count=1
arhymot_lake | count=1
ari | count=1
ariano | count=1
ariari | count=1
aribinda | count=1
arica | count=1
arica_bay | count=1
arid | count=2
arid_coastal | count=1
arid_farmland_woods_biome | count=1
arid_flatland_forest_jungle_biome | count=1
arid_flatland_grasslands_woods_biome | count=1
arid_flatlands_desert_biome | count=1
arid_flatlands_sparse_biome | count=1
arid_hills_desert_biome | count=1
arid_hills_farmland_woods_biome | count=1
arid_hills_forest_jungle_biome | count=1
arid_hills_grasslands_woods_biome | count=1
arid_hills_sparse_biome | count=1
arid_mountain_wasteland_desert_biome | count=1
arid_mountains_desert_biome | count=1
arid_mountains_farmland_biome | count=1
arid_mountains_forest_jungle_biome | count=1
arid_mountains_grasslands_woods_biome | count=1
arid_mountains_sparse_biome | count=1
arid_mountains_wasteland_forest_jungle_biome | count=1
arid_mountains_wasteland_grasslands_woods_biome | count=1
arid_mountains_wasteland_sparse_biome | count=1
arid_narrows | count=1
arid_plateau_desert_biome | count=1
arid_plateau_farmland_biome | count=1
arid_plateau_forest_jungle_biome | count=1
arid_plateau_grasslands_woods_biome | count=1
arid_plateau_sparse_biome | count=1
arid_province | count=1
arid_wetlands_farmland_biome | count=1
arid_wetlands_forest_jungle_biome | count=1
arid_wetlands_grasslands_woods_biome | count=1
arid_wetlands_sparse_biome | count=1
aridoamerica_region | count=1
aridoamerica_sea_zones_area | count=1
ariguani | count=1
arikun | count=1
arilje | count=1
ariogana | count=1
ariste | count=1
aristocracy | count=1
aristocracy_in_power_modifier | count=1
aristocracy_progress_cabinet_efficiency | count=1
aristocracy_united | count=1
aristocracy_vs_plutocracy | count=150
aristocratic_court_policy | count=1
aristocratic_privileges | count=1
aritpa | count=1
ariza | count=1
arjeplog | count=1
ark | count=1
arka | count=1
arkaba_tura | count=1
arkadak | count=1
arkansas_area | count=1
arkat | count=1
arkhan | count=1
arkhangelsk | count=1
arkhangelsk_area | count=1
arkhangelskoye | count=1
arkhangelskoye_vologda | count=1
arkhara | count=1
arkhyz | count=1
arkona_cape | count=1
arkona_sea_province | count=1
arkvaz | count=1
arlal | count=1
arles | count=1
arlon | count=1
arm | count=2
arm_apostolic_church | count=1
arm_border_nation | count=1
arm_f | count=1
arm_greater_armenia | count=1
arm_highland_fortresses | count=1
arm_land_reclamation | count=1
arm_legacy_of_hayk | count=1
arm_melikdom_organization | count=1
arm_mount_ararat | count=1
arm_mountain_armies | count=1
arm_nakharar_titles | count=1
armagh | count=1
armagnac_province | count=1
armavir | count=1
armenia_area | count=1
armenian_beards | count=2
armenian_culture | count=1
armenian_highlands_area | count=1
armenian_language | count=1
armies_caught_on_thawing_ice | count=1
armies_queue_ctrl_click | count=1
arminianism | count=5
armizonskoye | count=1
armor_metal_engravings_group | count=2
armories_of_smolensk | count=1
armory | count=2
armory_advance | count=1
armory_maintenance | count=1
armory_meshes | count=7
army | count=5
army_artillery | count=4
army_artillery_build | count=1
army_artillery_build_cost_modifier | count=9
army_artillery_maintenance | count=1
army_artillery_maintenance_cost_modifier | count=5
army_artillery_power | count=28
army_artillery_reinforce | count=1
army_artillery_reinforce_cost_modifier | count=3
army_auxiliary | count=2
army_auxiliary_build | count=1
army_auxiliary_build_cost_modifier | count=3
army_auxiliary_maintenance | count=1
army_auxiliary_maintenance_cost_modifier | count=3
army_auxiliary_power | count=3
army_auxiliary_reinforce | count=1
army_auxiliary_reinforce_cost_modifier | count=2
army_banner_merge_num | count=1
army_banner_stack_offset | count=1
army_based | count=2
army_based_shattered | count=1
army_cavalry | count=10
army_cavalry_build | count=1
army_cavalry_build_cost_modifier | count=12
army_cavalry_maintenance | count=1
army_cavalry_maintenance_cost_modifier | count=18
army_cavalry_power | count=51
army_cavalry_reinforce | count=1
army_cavalry_reinforce_cost_modifier | count=3
army_construction_queue | count=1
army_country_casus_belli_advance | count=1
army_country_diplo_range_advance | count=1
army_country_integration_speed_advance | count=1
army_country_looting_advance | count=1
army_country_movement_speed_advance | count=1
army_disembark_speed | count=31
army_doctrine_law | count=1
army_doctrine_law_advance | count=1
army_entity_scale | count=1
army_experience | count=1
army_food_gathering | count=3
army_food_gathering_modifier | count=3
army_formation_scale | count=1
army_infantry | count=21
army_infantry_build | count=1
army_infantry_build_cost_modifier | count=8
army_infantry_maintenance | count=1
army_infantry_maintenance_cost_modifier | count=11
army_infantry_power | count=68
army_infantry_reinforce | count=1
army_infantry_reinforce_cost_modifier | count=5
army_initiative | count=25
army_initiative_ren | count=1
army_leaderless | count=1
army_levies | count=1
army_levy | count=1
army_levy_recruitment_time | count=1
army_levy_size_impact_support | count=1
army_levy_size_importance | count=1
army_loaded_scale | count=1
army_logistics_distance | count=5
army_logistics_distance_modifier | count=7
army_logistics_priority | count=5
army_losses_in_war | count=1
army_losses_in_war_cost_modifier | count=5
army_maintenance | count=2
army_maintenance_cost | count=60
army_maintenance_mod | count=1
army_maintenance_reverse_mod | count=1
army_manpower_loss_impact | count=1
army_movement_aspect | count=1
army_movement_spacing | count=1
army_movement_speed | count=62
army_movement_speed_absolutism | count=1
army_movement_speed_into_unknown_territory_modifier | count=1
army_movement_speed_revolutions | count=1
army_only | count=8
army_professionalism | count=1
army_random_unit_min_scale_variation | count=1
army_random_unit_min_y_scale_variation | count=1
army_reinforce_cost | count=36
army_schematic | count=1
army_size | count=3
army_size_percentage | count=1
army_total_strength_reference | count=1
army_tradition | count=6
army_tradition_decay | count=33
army_tradition_extreme_bonus | count=1
army_tradition_extreme_penalty | count=1
army_tradition_from_battle | count=16
army_tradition_mild_bonus | count=1
army_tradition_mild_penalty | count=1
army_tradition_percentage | count=1
army_tradition_radical_bonus | count=1
army_tradition_radical_penalty | count=1
army_tradition_severe_bonus | count=1
army_tradition_severe_penalty | count=1
army_tradition_ultimate_bonus | count=1
army_tradition_ultimate_penalty | count=1
army_tradition_weak_bonus | count=1
army_tradition_weak_penalty | count=1
army_tt_name | count=1
army_visible_soldiers_reference | count=1
army_weight_modifier | count=2
armydead | count=1
arn | count=1
arnar_fjord | count=1
arnay | count=1
arnedo | count=1
arnhem | count=1
arno_atoll | count=1
arno_coast | count=1
arnsberg | count=1
arnskrone_province | count=1
arnstadt | count=1
aro | count=1
aroas | count=1
aroche | count=1
arochukwu | count=1
arock | count=1
aromanian | count=1
aron_cape | count=1
arona | count=1
aroostook | count=1
aroostook_province | count=1
arop | count=1
arop_culture | count=1
arop_language | count=1
aropuk_lake | count=1
aror | count=1
arorae | count=1
arorae_coast | count=1
arosi_culture | count=1
arosi_language | count=1
arosi_religion | count=1
arpitan | count=7
arpitan_dialect | count=1
arque | count=1
arques | count=1
arr | count=2
arrah | count=1
arrah_province | count=1
arraias | count=1
arran | count=1
arran_province | count=1
arras | count=1
arrayda | count=1
arrested_character | count=1
arrogant_administrators | count=1
arroio | count=1
arrow_lakes_province | count=1
arrow_movement_speed | count=1
arroyo | count=1
ars | count=3
arshgul | count=1
arslanbob | count=1
arsubaniket | count=1
arsuk | count=1
arsuz | count=1
art | count=1
art_capture_chance_on_conquest | count=1
art_creation_speed | count=4
art_destroy_chance_on_conquest | count=1
art_location | count=1
art_progress | count=1
art_quality | count=3
art_school | count=1
art_school_advance | count=1
art_school_construction | count=1
art_school_maintenance | count=1
arta | count=1
artah | count=1
artanuji | count=1
artashavan | count=1
arte_della_lana | count=1
arthabaska | count=1
arti | count=1
arti_maggiori | count=1
arti_mediane | count=1
arti_minori | count=1
articles_of_agreement | count=1
artilleros_point | count=1
artillery | count=1
artillery_advantage | count=1
artillery_barrage | count=7
artillery_bonus | count=1
artillery_bonus_vs_fort | count=14
artillery_construction | count=1
artillery_defenses | count=1
artillery_event_trigger | count=4
artillery_experiments | count=1
artillery_fort_location | count=1
artillery_institution | count=1
artillery_institution_advance | count=1
artillery_institution_birth | count=1
artillery_lake | count=1
artillery_maestro | count=1
artillery_maintenance | count=1
artillery_vs_fort_age_5_absolutism | count=1
artillery_vs_fort_age_6_revolutions | count=1
artisan_guilds | count=1
artisan_migration | count=1
artist | count=720
artist_enrollment_surge | count=1
artist_events.1 | count=1
artist_events.10 | count=1
artist_events.11 | count=1
artist_events.12 | count=1
artist_events.13 | count=1
artist_events.14 | count=1
artist_events.15 | count=1
artist_events.16 | count=1
artist_events.17 | count=1
artist_events.18 | count=1
artist_events.19 | count=1
artist_events.2 | count=1
artist_events.20 | count=1
artist_events.21 | count=1
artist_events.22 | count=1
artist_events.23 | count=1
artist_events.24 | count=1
artist_events.25 | count=1
artist_events.26 | count=1
artist_events.27 | count=1
artist_events.28 | count=1
artist_events.29 | count=1
artist_events.3 | count=1
artist_events.30 | count=1
artist_events.31 | count=1
artist_events.32 | count=1
artist_events.33 | count=1
artist_events.34 | count=1
artist_events.35 | count=1
artist_events.36 | count=1
artist_events.37 | count=1
artist_events.38 | count=1
artist_events.39 | count=1
artist_events.4 | count=1
artist_events.40 | count=1
artist_events.41 | count=1
artist_events.42 | count=1
artist_events.43 | count=1
artist_events.44 | count=1
artist_events.45 | count=1
artist_events.46 | count=1
artist_events.47 | count=1
artist_events.48 | count=1
artist_events.49 | count=1
artist_events.5 | count=1
artist_events.50 | count=1
artist_events.51 | count=1
artist_events.52 | count=1
artist_events.53 | count=1
artist_events.6 | count=1
artist_events.7 | count=1
artist_events.8 | count=1
artist_events.9 | count=1
artist_events_10_character_trigger | count=2
artist_events_13_character_trigger | count=2
artist_events_14_character_trigger | count=2
artist_events_15_character_trigger | count=2
artist_events_16_character_trigger | count=2
artist_events_17_character_trigger | count=2
artist_events_18_character_trigger | count=2
artist_events_19_2_character_trigger | count=2
artist_events_19_character_trigger | count=2
artist_events_2_character_trigger | count=2
artist_events_20_character_trigger | count=2
artist_events_21_character_trigger | count=2
artist_events_22_character_trigger | count=2
artist_events_25_character_trigger | count=1
artist_events_27_character_trigger | count=2
artist_events_33_character_trigger | count=2
artist_events_34_character_trigger | count=2
artist_events_35_character_trigger | count=2
artist_events_5_character_trigger | count=2
artist_events_8_character_trigger | count=1
artist_events_9_character_trigger | count=2
artist_icon_path | count=1
artist_impact | count=9
artist_influence_gain_factor | count=1
artist_monthly_progress | count=1
artist_monthly_start_chance | count=10
artist_salary | count=1
artist_salary_base_factor | count=1
artist_salary_fraction | count=1
artist_salary_modifier | count=14
artist_salary_modifier_on_character | count=9
artist_skill | count=413
artist_skill_level_gain | count=4
artist_trait | count=1
artist_type | count=190
artistic_encouragement | count=1
artistic_skill | count=1
artists_advance_absolutism | count=1
artists_advance_discovery | count=1
artists_advance_reformations | count=1
artists_advance_revolutions | count=1
arts_academy | count=1
arts_academy_advance | count=1
arts_academy_maintenance | count=1
artush | count=1
artyk | count=1
artyk_ata | count=1
aru | count=1
aru_archipelago | count=1
aru_bay | count=1
aru_coast_sea_province | count=1
aru_culture | count=1
aru_language | count=1
aru_province | count=1
arua | count=1
arua_amazon | count=1
arua_coastal_sea_zones_province | count=1
arua_culture | count=1
arua_province | count=1
aruamu | count=1
aruamu_culture | count=1
aruba_coast | count=1
arubeira | count=1
aruek_jungle | count=1
aruja | count=1
arulmigu_koniamman_temple | count=1
arun | count=1
aruni | count=1
aruppukkottai | count=1
arusha | count=1
arut | count=1
arutam_religion | count=1
arutua_atoll | count=1
arutua_coast | count=1
arutua_province | count=1
arvanite | count=2
arvidsjaur | count=1
arw | count=1
aryaru | count=1
arykbalyk | count=1
arykbalyk_province | count=1
arylakh | count=1
arys_lake | count=1
arz | count=1
arzamas | count=1
arzew | count=1
arzgir | count=1
arzu | count=1
as_salafiyah | count=1
as_salif | count=1
as_sib | count=1
as_sulaymi | count=1
as_suwaydirah | count=1
as_suwayriqiyah | count=1
asa | count=2
asa_control_of_buddhist_sects | count=1
